TITLE ID,TITLE KEY,NAME,REGION,TYPE
000500001020d600,132a17822eeed3dac5645779b7ed630d,Use Your Words,EUR,Base
0005000010210a00,8a6765b8b5f9fc25223dbaaa28fbc3b9,Jolt Family Robot Racer,EUR,Base
0005000010211200,49b191a14a661a9b2f0808baf09ebc60,Revenant Saga,EUR,Base
0005000010217c00,cbd10dcfa10def00bb07f34d81de689b,Sinister Assistant,EUR,Base
00050000101a7300,d15a5e78699feb02835bd272213c1eae,Wild Gunman,EUR,Base
0005000010156f00,af9db61fbea89b56b4e8d98cbdc5a6f2,"Wario Ware, Inc. Minigame Mania",EUR,Base
00050000101ecb00,21f619421c27898fd71f11fed6cbd2fb,WARIO WARE : SMOOTH MOVES,EUR,Base
000500001015f100,918c75d688b16fd0aad2992e4666a170,Volleyball,EUR,Base
0005000010137500,39c10b816ba97130e9af87ff1d43db7c,Vegas Stakes,EUR,Base
000500001017d100,dbcad3c8031af9b7114575b646b1cfe1,ぶらぶらドンキー,JPN,Base
000500001016b000,8812083cba3e26da347395b407a03996,まちがいさがしパーティー,JPN,Base
000500001019d300,3098a42b81b57dc18e8ac7da25335047,Punch-Out!!,EUR,Base
0005000010168600,676efe426829dccdf3a53643e3bc4a5c,QUARTH,JPN,Base
00050000101e2400,3ce36c63b0013724e5082ab499cbd05b,GAI FLAME,JPN,Base
00050000101dda00,375904dc5bfc92859a28a5083796aeb9,Gunman Story HD Collection,JPN,Base
00050000101bc100,8653599a7798aeeb070d14c7726a7dfb,Girls Like Robots,JPN,Base
00050000101c0000,de03e46bf2ce0a37fa71cd2d3afba51e,キキトリック,JPN,Base
0005000010179d00,3cb8676e88e01883a669f16564e90ddc,キャッチ！タッチ！ヨッシー！,JPN,Base
00050000101e9c00,71716b468c23c0b1844d3df35360dcb7,"Cube Life:
                  Island Survival",JPN,Base
00050000101a7900,1282d6284e5b8ef51707ab1a183391a2,キングスナイト,JPN,Base
0005000010175e00,34dc20866f228c2c35fbec449391b1f9,"Giana Sisters
                  Twisted Dreams",JPN,Base
000500001012e200,d436ffd2b01c0576d1dfe7728418e867,ギャラガ,JPN,Base
0005000010171500,4c6e2a51d7aef94db834f3cae8e9981f,クインティ,JPN,Base
000500001014f400,288dda608acb2916918a451d73614332,Cloudberry Kingdom,JPN,Base
00050000101a2500,99bce884a7dd894e1cdbf8b0b709454d,Wooden Sen'SeY,JPN,Base
000500001014a400,06407b36baf1b8afe9bb59d5fd8e2564,クルクルランド,JPN,Base
0005000010141f00,d9bedcc7b3652dee21142a3401287279,クロックタワー,JPN,Base
00050000101d0d00,0e75f17932ee0eac7ccc72f5cc065a9a,グランボ,JPN,Base
0005000010176600,43930b6bb867dc5b105d69332735a47b,GREAT RACE,JPN,Base
0005000010176700,7b64455d852c043ff8458efb5068141d,Kemono Dash!,JPN,Base
